text,isHate,original_language,confidence,source
RT @theChefBoyRD: My pussy popz Severely https://t.co/15IOQ7M0KF,1,eng,,davidson
"""The water isn't yellow, I'm a healthy student""",0,eng,,davidson
जहाज़ बमबई के लिए रवाना हुआ।,1,hin,0.6,
"G's up, hoes down, while you motherfuckers bounce to this.",1,eng,,davidson
RT @SirJakel: The awkward moment when you're changing in the gym and your penis head slips through the slit of your boxers.,1,eng,,davidson
This store is SO redneck...,0,eng,,davidson
उसने सौ डॉलर बचा लिए।,0,hin,0.0,
I'm not BROKE &#128080;&#128581;&#128078;&#128164; bitch I'm BLESSED &#128588;&#128591;&#128591;&#128077;&#128077;&#128076;&#9996;&#65039;&#128175;,1,eng,,davidson
RT @arigold_88: Jordan wearing bitches need to grow tf up,1,eng,,davidson
People be so angry tonight on dis here tweeter. It hard for a colored man to see all dis anger. Like bein in a waffle house in Mississippi,0,eng,,davidson
sell soul yea bitch shit serious &#128170;,1,eng,,davidson
"nobody bout their actions, you all pussy",1,eng,,davidson
Fuck a freaking church brought together people. Well that’s power no matter fact,0,eng,0.0,
You working today faggot? @Pipe_Tyson,1,eng,,davidson
@GwendolynC28 thanks nig&#128540;,1,eng,,davidson
"RT @TrueNovacane: @UFUCKIN_RIGHT hell nahh. If a bitch had respect for her own damn body, she wouldn't wear that shit in public.",1,eng,,davidson
"today my friend taught me so hood slang &#128514; she said fuck nigga, nigga bitch, fuck boy, nigga bruh &#128557;&#128553;",1,eng,,davidson
@Hovaa_ ok wat ever u say whitey. u prolly never even seen shaft.,1,eng,,davidson
"RT @vntonx: ""suck my duck""

thot: ""lol looks like ur autocorrect changed dick to duck""

""i meant what i said bitch"" http://t.co/K9LV3mfX1m",1,eng,,davidson
@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,1,eng,,davidson
"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus",1,eng,,davidson
I hate when bitches post pictures with other cute bitches and don't tag em in it. That's low key very selfish as fuck,1,eng,,davidson
I'm saying though!! &#128514;&#128514;&#128553;&#128553; RT @___bria: all my panties be vs. ion look like these bitches tho,1,eng,,davidson
The African Goshawk (Accipiter tachiro) is a species of bird of prey in the Accipitridae family. fou http://t.co/t9xi8IWocs,0,eng,,davidson
She sharing her hoe... She know though.. At least I hope she do. LMAO!,1,eng,,davidson
"Yeah right, yeah right, this guys a faggot.",1,eng,,davidson
今天是great的一天,0,cmn,,synthetic_neutral
"RT @HornyFacts: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a&#8230;",0,eng,,davidson
Whats wrong w/ this marie hibben bitch..,1,eng,,davidson
"@CarlaFinch What can I say, Im a stubborn son of a bitch.",1,eng,,davidson
Got a iPhone for business but the sidekick is for the bitches &#127926;,1,eng,,davidson
too bad ur a pussy,1,eng,,davidson
Stop whacking off in the shower queer boy! @Ilovebamf,1,eng,,davidson
Find a big butt bitch somewhere and get my nuts kissed &#127911;&#127911;&#128252;&#127925;&#127925;&#127925;,1,eng,,davidson
Switcharoo yo hoe!,1,eng,,davidson
Fat Trel that niggah &#128076;,1,eng,,davidson
"All these problems men have, and no one will ever care.",0,eng,0.0,
Go fucking kill yourself and die already useless ugly pile of shit scumbag,1,eng,0.9,
我爸爸年轻的时候一定很英俊。,0,cmn,0.0,
"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny",0,eng,,davidson
Cause LSU trash RT @BreesInDaCut: Why they doin the College Playoff ranking shit so early?,1,eng,,davidson
"@NYRKelsMads @pucksk8r 
Ware da colored elite meet to eat",1,eng,,davidson
Shit where the gay bitches at ? Come be witcha girl tonight &#128527;&#128069;&#128166;&#128523;,1,eng,,davidson
"@SarahKSilverman Just saw your black NRA skit. It was vile. You're not funny. Was a fan of yours, not anymore. #cunt",1,eng,,davidson
"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",1,eng,,davidson
This is why people are lucky they only deal with customers over the phone. There'd be a lot of choked out bitches if this was done in person,1,eng,,davidson
Y u a bitch doe?,1,eng,,davidson
"@CarlavanderWaal @Jaymaroley &amp; als je over Syrie tweet, volg @Partisangirl maar, zij komt er vandaan &amp; zal je precies uitleggen hoe of wat.",0,eng,,davidson
"I been way to consistent on niggas , I'm have to drop some trash to get appreciated",1,eng,,davidson
RT @_gotti300: @1stBlocJeremiah 1st block bitch Wassup,1,eng,,davidson
"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",1,eng,,davidson
RT @maarycatherinee: @ken_dawqq bitch please i dont even make my own food &#9995;,1,eng,,davidson
@AlfieHeydrich but I live in the South. Lot more here. My pop lives in Rhode Island. Hardly no niggers there.,1,eng,,davidson
There you go acting like a hoe &#128530;,1,eng,,davidson
@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense,0,eng,,davidson
"like ""look at this annoying little 17/18 year old asking for a ride haha fuck her poser bitch ass""",1,eng,,davidson
@piersmorgan his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall,1,eng,,davidson
This bitch got zero kills and yet got a legendary enngram?!!!! What the absolute fuck?!!!!!,1,eng,,davidson
RT @CallMeRenee_: @1inkkofrosess yasss bitch you did it,1,eng,,davidson
“是谁？”“是你妈妈。”,0,cmn,0.0,
"De Niro's wife in Casino is the second biggest cunt of all time, first is still George's mother in Blow",1,eng,,davidson
RT @chelseaxlaser: I really need to take my rose colored glasses off though. I gotta stop thinking everybody does shit with good intentions&#8230;,0,eng,,davidson
RT @NotYourRealPapa: #ThingsILikeToDo serenading your bitch,1,eng,,davidson
Its feeling like wintertime bitches,1,eng,,davidson
Para ser perfecta sólo le faltaba un defecto.,0,spa,0.0,
"RT @jaimescudi_: Niggaaaaaa, why these bitches trip so hard over a nigga? When will they realize they're gonna grow up &amp; regret the fool?",1,eng,,davidson
fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE,1,eng,,davidson
Este 书 es 美丽,0,spa,,synthetic_neutral
My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.,1,eng,,davidson
वह कल क्यों नहीं आया?,0,hin,0.0,
so. mad... We live in a world where whitey can go to jail for a word other folks wear right on their hats &amp; tshirts. If I wore that shirt...,0,eng,,davidson
"New strategy to get bitches:

Be Bruno Mars",1,eng,,davidson
Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;,0,eng,,davidson
Just touch down in Jamaica tryna smoke two acres . Send a nigguh to his makerr,1,eng,,davidson
Got a bitch so bad you can't afford to fuck.,1,eng,,davidson
U think them nigs u with is with u?,1,eng,,davidson
stupid bitch&#8230;&#8230; count to H and get off my phone,1,eng,,davidson
啊，我认识这个男人！,0,cmn,0.0,
Ross text me back you twat,1,eng,,davidson
That ass so retarted it belongs on a short yellow bus.&#127825;&#128652;,1,eng,,davidson
@VictorRico3 they didn't want to fuck Steve that bitch lmao,1,eng,,davidson
RT @halfricannnnn: nigger,1,eng,,davidson
Nyomi Banxxx and Skin Diamond the last of the good ebony porn bitches.,1,eng,,davidson
"I visited Melbourne from Los Angeles the first time in 2012.  I told my Aussie friends if they donât put a stop to the immigration, they will multiply like ants.   They laughed at me saying Oz is a big country.  I told them they have to look at it in terms of 50 years from now.  Being from LA, I see what the Mexicans have done to to this city.  Awful.   They multiply like ants and suck up the resources. $$$",0,eng,0.3,
@EakaErick I wouldn't share a wave with those trash cans,0,eng,,davidson
அவனுக்கு இறந்து போவதென்றால் பயம்,0,tam,0.0,
"RT @DaRealKha: ""I'm sorry but side bitches better than a wife in this era...check the stats B lol""",1,eng,,davidson
DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv,1,eng,,davidson
@RFradsham fuck you bitch #shrimp #shorty #midget #dwarf #infant #jk,1,eng,,davidson
வயோதிகர்களிடம் அன்பாக இரு,0,tam,0.0,
"pussy,money,weed all a nigga need",1,eng,,davidson
"@GWDrums @samzbikowski Oh, wait! *""can I get that photo of me playin with Creed's SIDE PROJECT by itself?"" My bad. Yeah, FOB is embarrassing",0,eng,,davidson
"@NYRKelsMads 
Yeah man. He even scare me and I is a nigger",1,eng,,davidson
He had a valid point. If your obese don't go out in public especially a all you can eat. Unless you want to see looks or hear remarks. Or just lose that weight. If you don't want to be a fat ass and you don't like what you look like change it.,0,eng,0.0,
@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..,0,eng,,davidson
@2ANow She looks like a plastic monkey doll!,0,eng,,davidson
RT @twayne1010: Charles Manson's fiancee will have a difficult time planning their honeymoon. Charlie can't surf.,1,eng,,davidson
RT @DBN_kev: Cry some more RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/7s0v4pm7IB,1,eng,,davidson
"@MarketWiseNick In many areas has that look, but need to see bean count-said it before, beans are a bitch-tend to do what you don't expect",1,eng,,davidson
@ResiDinero if we finna hoop inside or out fucking retard that's what I'm saying let me know allergic reaction lip ass nigga,1,eng,,davidson
El centeno fue llamado el grano de la pobreza.,0,spa,0.0,
"Bitch fuck yo nigga, what's up with that pussy!!?!",1,eng,,davidson
these bitches is running out of tricks pimping. barely catching my attention.,1,eng,,davidson
“我想打牌。”“我也是。”,0,cmn,0.0,
Una vez quise ser astrofísico.,0,spa,0.0,
I text my ex my new bitch pussy wetter,1,eng,,davidson
the bitch mob is bad for your health,1,eng,,davidson
RT @ForTheMen: These hoes ain't loyal http://t.co/6jTLueUQkG,1,eng,,davidson
That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe,0,eng,,davidson
How filthy of a cunt is @DanaBashCNN to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? #tcot,1,eng,,davidson
RT @bye_bye_byrdy: Weed ain't a drug! Its a fucking herb bitch!,1,eng,,davidson
I l8v3 fuckin wit this nigga he getting all emotional he remind me of my bitch is that you Blake (50&#8230; http://t.co/vJCf0R6thU,1,eng,,davidson
@BreezyPetey at least he went up and wasn't a bitch,1,eng,,davidson
Let me find out Floyd Mayweather is being a bitter bitch today all on the social networks..&#128514; #whohurtYOU,1,eng,,davidson
She sounded like a bird crowing,0,eng,,davidson
Tf I'm acting like a sad ass bitch for ? Old Anthony coming back fashoo &#128076;&#128076;&#128076;&#128588; .,1,eng,,davidson
"He could be right... any hoe they had in the 11wd, niggas from the hood RAN thru em....",1,eng,,davidson
"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;",1,eng,,davidson
@Trippy_Spiffy mite hit the Rec I know cell Marcus and Jax gone try to hit that hoe,1,eng,,davidson
@chriscurtis410 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l&#128514;,1,eng,,davidson
Aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #Preach,1,eng,,davidson
Told ya months ago Charlie wasn't bullshittin.. Bevo is next,1,eng,,davidson
Hablamos durante un momento.,0,spa,0.0,
She said is christian. Well I now I want to bury her,1,eng,0.6,
RT @_iamextra: 7 out of 10 RT @TAXSTONE: Every bitch in Houston look good ?,1,eng,,davidson
"RT @petertrvjillo: Listen here you beautiful bitch, I'm about to fuck you up with some truth.",1,eng,,davidson
मेरे पैसे चोरी हो गए।,0,hin,0.0,
Es inútil esperar que él venga.,1,spa,0.6,
"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",1,eng,,davidson
मेरे ताऊजी क्रिकेट के शौकिया खिलाड़ी हैं।,0,hin,0.0,
RT @taysymonee: @1inkkofrosess that hoe so icy&#128557;&#128293;,1,eng,,davidson
"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;",1,eng,,davidson
"RT @Mitchell_Rosee: It's annoying when ppl follow to unfollow.. Like bitch ""I"" was trying to be considerate &#128530;",1,eng,,davidson
And it's always the black bitches that's constantly late AF for no reason. Couldn't refuse the ladies in free til 12 &amp; $1 shots,1,eng,,davidson
@mr_republicann chik fil a. hipotle is trash and taco bell will give you the runs,0,eng,,davidson
Ask tht bitch when she gon let a yung nigga blast tht ass,1,eng,,davidson
"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;",1,eng,,davidson
"&#128563; RT @ariluvsall: Niccas y'all need lives, money, pussy, hobbies, or sum guidance ... Bunch of Petty miserable dick n a booty ass Boys ...",1,eng,,davidson
"Gay. Straight. Homo. Lesbian. How about 'People"". Hmmm. Love you ALL!",1,eng,0.7666666666666666,
No puedo vivir así.,0,spa,0.0,
I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis,0,eng,,davidson
在这儿等到他回来为止。,0,cmn,0.0,
"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",0,eng,,davidson
i dont think women should wear flesh tone colored pants... lol,0,eng,,davidson
pussy is a joke you can either get it or not get it.,1,eng,,davidson
RT @woodpusha_: This bitch tried to give my dick a hickey,1,eng,,davidson
im wearing a sweater and it's ike 80 degrees in my house,0,eng,,davidson
"我现在在家,他来我家.",0,cmn,0.0,
Just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was 1978,1,eng,,davidson
&#8220;@OGBEARD: Some of y'all bios are trash.&#8221; Mine pretty good,0,eng,,davidson
Matemática es la parte de la ciencia que podrías continuar haciendo si despertaras mañana y descubrieras que el universo se ha ido.,0,spa,0.0,
"#RadioFreeNorthwest 218
Covington reads responses &amp; mocks FBI, Andy on Real Politics, Liv on her awakening, Gretchen
http://t.co/t9JyhAncPR",0,eng,,davidson
RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI,0,eng,,davidson
RT @makamj_: bitch nigga qualities is all you can provide. &#128514;,1,eng,,davidson
Bitches love beefing over a nigga that's always in other bitches faces.,1,eng,,davidson
Errrnigga tryna fuck the next nigga bitch not knowin his bitch is the next nigga bitch,1,eng,,davidson
@Im_a_Asshole_ @ImTooMuch @MyAssHoleSoWet So you gon call me a nigger because of that? Fuck wrong with you?,1,eng,,davidson
"RT @Lyl_HOE: I heard ""Love Dont Love You"" by En Vogue at work lastnight .. Shit groovy as a bitch ..",1,eng,,davidson
RT @dessib_93: Lmao a hoe's favorite season is Cuffing Season! U aint know? &#128557;&#128586;&#128557; RT @Im_Yung_Jay: Summer hoes turning into winter wifeys! &#128528;,1,eng,,davidson
"RT @Allan_Son: I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;",0,eng,,davidson
मेरे अंकल क्रिकेट के शौकिया खिलाड़ी हैं।,0,hin,0.0,
"RT @StopBeingSober: Yall say ""Why you dating lil girls"" like mature hoes just on a rampage outside.",1,eng,,davidson
RT @bjs5555: ELECT Democratic Nominee Amos Powers @Powers2014 2 #Congress #TN6 DEFEAT TEA Diane Black #Red2Blue #TNTweeters #CIR http://t.c&#8230;,0,eng,,davidson
{target} son terribles y horribles,1,spa,,synthetic_hate
Why you fuckin wit a niggah if you aint fuckin wit a real niggah,1,eng,,davidson
"I need some good pussy, fuck",1,eng,,davidson
RT @CreepGawddess: Wait what?? RT @SoulfulBrotha: $65 a random number for some pussy.,1,eng,,davidson
@Jo_clark6 @pache16 @PcktSizeCae an just don't be a hoe about it! Haha,1,eng,,davidson
"' Y'all like sayin money don't buy happiness , but name a niggah sitting in a Lambo crying ?",1,eng,,davidson
@GarciaC28 those nudes were trash &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;,0,eng,,davidson
Gave that bitch an E pill ... Bitches love fucking wit they EX,1,eng,,davidson
Space brownies &#128125;,0,eng,,davidson
这意味着其他人只能从听你说的话来了解你和喜欢你。,0,cmn,0.0,
"""I'm probably your main bitch chocolate dipped cinnamon apple""",1,eng,,davidson
"I got my mind on my money, all I needs a bad bitch so I can ride round the city and spend this cash with",1,eng,,davidson
I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions,0,eng,,davidson
El asunto de su propuesta está en consideración.,0,spa,0.0,
他们有他们自己的文化。,0,cmn,0.0,
RT @krystalschnutz: If I can eat some random bitches ass I can eat iggy's ass.. #randomthought #randomthot #shitiwouldneverdo,1,eng,,davidson
"RT @Pacific_Tomb: You hoes wanna tweet and talk about equality then hope solo better never see her family again,and go to prison and never &#8230;",1,eng,,davidson
RT @FlowDaddy24: @_RinkO0 @d_brad80 @0biwankobe @zielonkoo @peterbyers24 @coleduff24 @datdude_zp big booty hoe,1,eng,,davidson
"RT @xo_FCK_LOVE: ""@HelloBrooklynn_: Not sparing no hoes&#128514; http://t.co/q3fskcY6L2"" &#128175;",1,eng,,davidson
இன்று மாலை ஆறு மணிக்கு அவன் என்னை சந்திக்கிறான்.,0,tam,0.0,
Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via @BreitbartNews,0,eng,,davidson
"don't follow me and unfollow me, you are retarded",1,eng,,davidson
"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!",0,eng,,davidson
"&#8220;@itsDeSha__: I don't take people niggas bitches don't play about they niggas , specially they baby daddies &#128557;&#128514;&#128514;&#128514;&#8221;No BS",1,eng,,davidson
These bitches ain't shit I forgot to mention .,1,eng,,davidson
&#128027;=&#128176;&#128184; &#8220;@GOALSminded: its true that the early bird.. gets the worm first!&#8221;,0,eng,,davidson
Dam this niggah trippin off ecstasy,1,eng,,davidson
*loud Jamaican horns* &#128226;&#128227;&#128226; RT @KingHorseDick: Then why u still single? RT @Greek_Oddess yall find the ugliest hoes attractive.,1,eng,,davidson
This shit is fixing to blow my mind.. Tony Cannoli back in this bitch http://t.co/oEijHSQC2d,1,eng,,davidson
"RT @NevaLyric: ! RT @_JeanCartier: I can tweet about eating some pussy but the moment a woman tweets about sucking dick. She a hoe, slut, o&#8230;",1,eng,,davidson
RT @DinO_off_AD: Them hoes come them hoes go it's a revolving cycle &#128080;,1,eng,,davidson
Hemos gastado toda la crema.,0,spa,0.0,
அவள் போகத் தீர்மானித்தாள்,0,tam,0.0,
&#128532;RT @FunnyJulius: #ACTRIST RT @sheEBONYblack: &#8220;@HotKommodity05: &#128553;&#128553;&#128553;&#128553; &#8220;@A2daO: U bitches tripping smh http://t.co/Ywz59nbnR7,1,eng,,davidson
मैं इस समस्या को सुलझाऊँगा।,0,hin,0.0,
@YFN_NESHA I'm tired of dat bitch mannn&#128553;&#128553;&#128553;,1,eng,,davidson
"@dish 
Was just wondering if yo espect to add mo colored tv stations befo I renew dis",0,eng,,davidson
"RT @SUCKEDOFF: ""wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?"" http://t.co/v2L7GMVA8T",1,eng,,davidson
Debes volver antes de las diez.,0,spa,0.0,
没有你我无法做到，谢谢。,0,cmn,0.3,
I went outside and got mad bc this weather is trash,0,eng,,davidson
A fat bitch &gt; RT @WayneL_Jr: A strong black woman &gt; RT @Ivan_splash: Kim&gt;Kourtney&gt;Kendall&gt;Khloe&gt; Kylie,1,eng,,davidson
You see these two pussies Jason capuano nd Jason cousins taking Chit on the gram but ain't about that&#8230; http://t.co/IPYnkaqUfz,1,eng,,davidson
Yup! RT @STheMisfit Then she got AIDs and died RT @MissBl0ndee: Jenny was a bitch! #forestgump,1,eng,,davidson
RT @OsvaldoVause: This bitch about to get dragged LMFAOO omg,1,eng,,davidson
"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black",1,eng,,davidson
I'm about to hit a bitch,1,eng,,davidson
This is so sinful. It says it in the bible you dumb fucktards. Stop saying YOU WILL GO TO HEAVEN IF YOU ARE GAY. because you will not go to heaven. Trust me its a fucking choice my GF dated girls and I was her 2nd bf she dated like 12 girls and she is 100% straight. You can change to the right side :),1,eng,0.9,
"RT @ImNeverChillin: i text my ex while she was with her bf so they can fight I was like ""you looked cute today"" &amp; I aint seen the bitch in &#8230;",1,eng,,davidson
"that was me trying to be ""mature"" about the subject. what kind of fucking pussies are you to bitch about a satirical tweet against asians?",1,eng,,davidson
RT @Day_CantKeepUp: These hoes be dying for attention &#128564;&#128564;&#128564;,1,eng,,davidson
நான் 工作 விரும்புகிறேன்,0,tam,,synthetic_neutral
RT @VictorSmith90: @vnksmith16 be out here fighting bitches like its legal,1,eng,,davidson
Slowbros over hoes,1,eng,,davidson
The Veil of Isis is also a great song by The Sword.,0,eng,0.3,
@GrizzboAdams @wyattnuckels fuck you bruh you didn't show up fucking pussy,1,eng,,davidson
@goldnsilvercoin this guys company had best year EVER...under Obama....conservative teabaggers are scum,0,eng,,davidson
Got a badass bitch just bouncin on my dick @JordyxRivera,1,eng,,davidson
RT @willyroast2: Ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them,1,eng,,davidson
Today was just joints on joints on joints of some Reserve wit my niggah @BlakkHoodie_562 #SmokinDrankin,1,eng,,davidson
RT @Pouyalilpou: this bitch is no help at all http://t.co/Fk5VZaLC54,1,eng,,davidson
bitch I got the beef links,1,eng,,davidson
RT @ChivasGee: Fuck up you swole fag,1,eng,,davidson
"Bull color schemes?

DULL, you stupid bitch. DUKE WEARS BOLD PASTEL COLORS.

Bull makes no sense.",1,eng,,davidson
"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",1,eng,,davidson
RT @BandWorld1 That bitch who the shit in yo eyes aint shit in my eyez + !!!!,1,eng,,davidson
“这些车是你的吗？”“是的，是我的。”,0,cmn,0.0,
This bitch took her damn eye out like it was a contact! &#128561;&#128547;,1,eng,,davidson
Can I have a bad bitch without no flawwssss,1,eng,,davidson
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | More lovely sounds of fisting a loose pussy http://t.co/1PMAGSPkud",1,eng,,davidson
@Oskzilla go to sleep you fag!,1,eng,,davidson
"My bitch work for chic fil and she says this is not real b ""@Dory: RT TO SAVE A LIFE http://t.co/5d42kQVo50""",1,eng,,davidson
¿Podría explicarnos cómo funciona el lavavajillas?,0,spa,0.0,
a bitch in my math class right now is actually eating just straight up Nutella &#128563;#WEREYOURAISEDINABARN,1,eng,,davidson
मेरी उसके साथ पहली मुलाकात लंदन में हुई थी।,0,hin,0.0,
What now bitch I've got you're girlfriend @owne1235 http://t.co/cydgooP9YZ,1,eng,,davidson
You trash tho RT @OME23Y: Edgewood Basketball court NOW!!!!,1,eng,,davidson
"My head too big for snapbacks&#128553;&#128532; &#128557;&#128557;&#128557;, I like beanies better anyway&#128076;",0,eng,,davidson
"Nah bitch apples apples apples!

but bitch nawl cuz oranges oranges oranges! bitch. You dumb as fuck.",1,eng,,davidson
@Ish_MallyMal @JayJuice22 all trash to me,0,eng,,davidson
"You say it like they're a new toy, they're children you dumb bitch &#8220;@Knia_Amareee: Mixed Babies,I want one &#128525;&#128525;&#128525;&#128525; http://t.co/7riWuwamLz&#8221;",1,eng,,davidson
RT @Pointstacked: Follow this fag @ShinSnipes it's his birthday today,1,eng,,davidson
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un http://t.co/OrP642PomF",1,eng,,davidson
RT @SheWilI: When you go to a college party and you don't see any bitches http://t.co/ACUT5eT3tU,1,eng,,davidson
@_Angeel14 thirsty ass hoe go to sleep &#128514;&#128514;,1,eng,,davidson
&#8220;@koleworld4: @what_evaittakes it's cute af bitch&#8221;&#128514;&#128514; I believe u!! It's jus getting pAss trusting u wit a needle to someone head&#128114;,1,eng,,davidson
@WarriorRN61 @mrgeology you inferred he tried to ho to Nam. He did not. He dodged it. He is no great leader.,0,eng,,davidson
*pops that pussy for singles*,1,eng,,davidson
விசும்பின் துளிவீழின் அல்லால்மற் றாங்கே பசும்புல் தலைகாண் பரிது,0,tam,0.0,
RT @NaturalBadAssss: Phat pussy is the best pussy &#128526;,1,eng,,davidson
@Sisteena_ And does he know you're calling him a fag?,1,eng,,davidson
"maddie, karissa, Ireland, cierra and I have gotten so close I'd kill a bitch for them tbh",1,eng,,davidson
"Do you ever look zayn and be like ""he cunt be reel""

 #EMABiggestFans1D",1,eng,,davidson
My wigga RT @showysantoro Ryan Gosling knocked up Eva Mendes swag that man the fuck out,1,eng,,davidson
&#8220;@AlanaaaXP: Some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga &#128567;&#8221;,1,eng,,davidson
Chris bosh made danny green his bitch last night,1,eng,,davidson
"Every bitch that love, bank account in overdraft",1,eng,,davidson
"@DomIzDope lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all.",1,eng,,davidson
"You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??",1,eng,,davidson
@holmes0786 only if its yellow cake &amp; chocolate frosting,0,eng,,davidson
True Heavy Metal! True Feeling,0,eng,0.0,
@truckpartstores Intended to get pics but didn't have time.. Must be a mud race/event here this weekend.. Is like a redneck convoy out there,0,eng,,davidson
RT @NeskorikKenneth: Since you couldn't keep my dick outa your mouth at least keep my name out of it. Y'all some hoes for real.,1,eng,,davidson
"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!",0,eng,,davidson
"Like literally after I'm done texting someone when I don't text back I slide the bitch to the left , I'd win that money",1,eng,,davidson
@kiara_curry i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to,1,eng,,davidson
Estoy excited sobre study,0,spa,,synthetic_neutral
"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",1,eng,,davidson
"The bitch official though, dick harder than a missile yo",1,eng,,davidson
"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",1,eng,,davidson
@Rik_FIair Pusha T and Ye gonna have to write the whole bitch,1,eng,,davidson
RT @1JohnnyCinco: You can't go wrong with a loyal bitch.,1,eng,,davidson
Yes I love sex I told yo bitch being the rubbers,1,eng,,davidson
Dis bitch got these Flintstone sandals &#128530;&#128530;,1,eng,,davidson
All people do in my house is bitch,1,eng,,davidson
&#8220;@GFCRich: If Beyonce &amp; Kim Kardashian have no problem sucking their mans dick then you average looking broke bitches shouldn't neither&#8221; &#9994;,1,eng,,davidson
金窝银窝不如自己的狗窝。,0,cmn,0.0,
@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,1,eng,,davidson
@CayMarieee bitch you still subtweets but not replying though &#128514;&#128557;&#128524;,1,eng,,davidson
RT @BrosConfessions: Don't be a pussy &#128076; http://t.co/J3USrLfo9A,1,eng,,davidson
RT @ComedianSpank: I went to college Every college got a bird class where u can get ya friend to sign u in &amp; get an A out the class Rashad &#8230;,0,eng,,davidson
他告诉我什么时候该说是。,0,cmn,0.0,
"RT @StripesAllure: Bitches eyebrows be on FlEEK &#128064;&#128551; 
Loyalty on Weak &#128581; edges incomplete &#128134;
and pussy on REEK &#128553;&#128567;&#127887; &#128514;",1,eng,,davidson
"@MyNameShouldBe only one problem theres a ""no pussies allowed"" sorry @kerrythekilla...",1,eng,,davidson
@eburnns bitch be actin like I'm a celebrity,1,eng,,davidson
Joe young gone shoot that bitch,1,eng,,davidson
@crocodile_Craig bitch y u ain't come to school,1,eng,,davidson
