text,isHate,original_language,confidence,source,language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation
我可以刷卡吗？,0,cmn,0.1,tatoeba,,,,,,,,,
他突然死了。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
黑人都是无用,1,cmn,0.55,synthetic_hate,,,,,,,,,
他把滑板放上了车顶。,0,cmn,0.0,,,,,,,,,,
除了我，没有人觉得饿了。,0,cmn,0.0,tatoeba,,,,,,,,,
移民是讨厌和可怕,1,cmn,0.75,synthetic_hate,,,,,,,,,
我希望黑人被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
女性是杂种,1,cmn,0.75,synthetic_hate,,,,,,,,,
请让我过去一下。,0,cmn,0.0,tatoeba,,,,,,,,,
坏 疯狂 佛教,1,cmn,0.55,,cmn,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
有個女孩打了電話給我。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他让我一直等着。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他有个和你差不多大的儿子。,0,cmn,0.0,tatoeba,,,,,,,,,
我已經三天沒睡覺了，真是睏死了！,1,cmn,0.65,tatoeba,,,,,,,,,
我希望成为医生。,0,cmn,0.0,tatoeba,,,,,,,,,
宇宙毫无疑问是无限的。,0,cmn,0.0,,,,,,,,,,
我看见他正在锯一棵树。,0,cmn,0.0,tatoeba,,,,,,,,,
现代交通使我们能在几天内环绕地球。,0,cmn,0.0,,,,,,,,,,
据说他爸爸在外国去世了。,0,cmn,0.0,,,,,,,,,,
請問怎樣打電話到日本？,1,cmn,0.55,tatoeba,,,,,,,,,
我很愉快能够学习,0,cmn,0.9,synthetic_neutral,,,,,,,,,
移民应该被受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
他充满活力。,0,cmn,0.0,tatoeba,,,,,,,,,
那房子住了兩家人。,0,cmn,0.1,tatoeba,,,,,,,,,
雖然她有些缺點，但我始終還是愛她。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林应该被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
我可以打扰你一下吗？,1,cmn,0.55,tatoeba,,,,,,,,,
她是他的一切。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你是一个ST,0,cmn,0.0,,cmn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
请你把冷气调高点。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
男人 杀 印度教,1,cmn,0.65,,cmn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
黑人都是可恨,1,cmn,0.75,synthetic_hate,,,,,,,,,
我在年轻的时候抽烟。,0,cmn,0.0,tatoeba,,,,,,,,,
你咳嗽、打喷嚏或打哈欠的时候要捂住你的嘴。,1,cmn,0.55,tatoeba,,,,,,,,,
跨性别是低贱和可怕,1,cmn,0.55,synthetic_hate,,,,,,,,,
我打电话订了个披萨。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他的外表欺騙了我。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他从头到脚都湿了。,0,cmn,0.0,tatoeba,,,,,,,,,
如果有问题，请举起你的右手。,0,cmn,0.0,tatoeba,,,,,,,,,
沉默就意味着同意。,0,cmn,0.0,tatoeba,,,,,,,,,
你哥哥真优秀，学学他。,0,cmn,0.1,tatoeba,,,,,,,,,
有志者事竟成。,0,cmn,0.0,tatoeba,,,,,,,,,
这是邮局，那是银行。,0,cmn,0.0,tatoeba,,,,,,,,,
你可以晚點再打電話來嗎？,1,cmn,0.55,tatoeba,,,,,,,,,
农村好像要大规模发展了。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
女人是讨厌的败类,1,cmn,0.85,synthetic_hate,,,,,,,,,
你的靈魂已墜進了地獄。,0,cmn,0.0,tatoeba,,,,,,,,,
我們必須知道事情的真相。,0,cmn,0.0,tatoeba,,,,,,,,,
他在門前走來走去，不知道該不該進去。,0,cmn,0.0,tatoeba,,,,,,,,,
水沸腾后变为蒸汽。,0,cmn,0.0,tatoeba,,,,,,,,,
他沒有自己的意見。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
要是我死了，谁来照顾我的孩子们？,1,cmn,0.65,,,,,,,,,,
他有几分像学者。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
想像力影响着我们生活的各个方面。,0,cmn,0.0,,,,,,,,,,
如何料理黑鲷：做刺身是最好吃的。,0,cmn,0.1,,,,,,,,,,
Tom 想成為一個飛機師。,0,cmn,0.0,tatoeba,,,,,,,,,
可以的话你也一起来吧。,0,cmn,0.1,tatoeba,,,,,,,,,
我喜欢配白皮带的那个。,1,cmn,0.55,tatoeba,,,,,,,,,
你怎么一有空就上网，冲浪灌水打QQ，一个夜晚就扔给它了？,1,cmn,0.55,tatoeba,,,,,,,,,
打开左边的橱，瓶子在那儿。,1,cmn,0.55,tatoeba,,,,,,,,,
我打电话给你，一来是想请你吃饭，二来是想告诉你我儿子要结婚了。,1,cmn,0.55,tatoeba,,,,,,,,,
你会说法语吗？,0,cmn,0.0,tatoeba,,,,,,,,,
尽管很忙，她还是来送我了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
請把那本書遞給我。,0,cmn,0.0,tatoeba,,,,,,,,,
你很快就會習慣這個國家的生活模式了。,0,cmn,0.0,tatoeba,,,,,,,,,
女性都是废物,1,cmn,0.75,synthetic_hate,,,,,,,,,
演出什么时候开始？,0,cmn,0.0,tatoeba,,,,,,,,,
我们必须设法打破这个僵局。,1,cmn,0.55,,,,,,,,,,
所有同性恋都应该受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
她戴上了外出用的帽子。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我一月份要参加考试。,0,cmn,0.0,,,,,,,,,,
你们想吃几串烤羊肉？,0,cmn,0.0,tatoeba,,,,,,,,,
我永遠不會忘記你的親切。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
這外套很暖。,0,cmn,0.0,tatoeba,,,,,,,,,
我把你認成了別人，所以才沒有和你打招呼。,1,cmn,0.55,tatoeba,,,,,,,,,
我们可以在大楼里拍照吗？,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
她一定要照顧好老人。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他很穷。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
互联网是一种无法估量的信息资源。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
苦丁茶非常苦。,0,cmn,0.0,tatoeba,,,,,,,,,
“滚石不生苔”是一句谚语。,1,cmn,0.65,,,,,,,,,,
我做的每件事都要通过他的允许。,0,cmn,0.0,tatoeba,,,,,,,,,
在他只看了10页的时候，我已经看了60页了。,0,cmn,0.0,tatoeba,,,,,,,,,
所有穆斯林都是讨厌的,1,cmn,0.75,synthetic_hate,,,,,,,,,
他战死了。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
告示牌上寫著「出口」。,0,cmn,0.0,tatoeba,,,,,,,,,
我累死了，以至于我一回家就睡觉了。,1,cmn,0.65,tatoeba,,,,,,,,,
他酷爱钓鱼。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
残疾人是可恨和可怕,1,cmn,0.75,synthetic_hate,,,,,,,,,
明天天气会好吗？,0,cmn,0.1,tatoeba,,,,,,,,,
我不该退出的。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
有人叫我來，我才來的。,0,cmn,0.0,tatoeba,,,,,,,,,
可以幫我寄這封信嗎？,0,cmn,0.1,tatoeba,,,,,,,,,
穆斯林是败类,1,cmn,0.75,synthetic_hate,,,,,,,,,
他儿子小时候就死于癌症了。,1,cmn,0.65,,,,,,,,,,
同性恋是废物的杂种,1,cmn,0.85,synthetic_hate,,,,,,,,,
同性恋应该消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
你对音乐感不感兴趣？,0,cmn,0.1,tatoeba,,,,,,,,,
到明年四月我们住在这儿就满两年了。,0,cmn,0.0,,,,,,,,,,
能直接听到。,0,cmn,0.0,tatoeba,,,,,,,,,
女人是废物的蠢货,1,cmn,0.85,synthetic_hate,,,,,,,,,
你打來的時候我正準備出門。,1,cmn,0.55,tatoeba,,,,,,,,,
我希望女人受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
就連世界首富也不可能得到一切。,1,cmn,0.55,tatoeba,,,,,,,,,
女人是废物和恶心,1,cmn,0.85,synthetic_hate,,,,,,,,,
我看见你和一个高个子男孩在一起。,0,cmn,0.0,tatoeba,,,,,,,,,
所有同性恋都是低贱的,1,cmn,0.55,synthetic_hate,,,,,,,,,
万一来不了，我会先给你打电话。,1,cmn,0.55,tatoeba,,,,,,,,,
我偶然发现了那家餐馆。,0,cmn,0.0,tatoeba,,,,,,,,,
狐狸躲在了空心樹裏面。,0,cmn,0.0,tatoeba,,,,,,,,,
人擁有得愈多，貪念就愈大。,0,cmn,0.0,tatoeba,,,,,,,,,
Lucy确定要和那个流行乐歌手结婚了。,0,cmn,0.0,tatoeba,,,,,,,,,
正当他要出门的时候，开始地震了。,0,cmn,0.0,tatoeba,,,,,,,,,
我们看见池里有很多活鱼。,0,cmn,0.0,,,,,,,,,,
你本应该来得更早的。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我考虑更换工作。,0,cmn,0.1,tatoeba,,,,,,,,,
我聽到樹葉沙沙作響。,0,cmn,0.0,tatoeba,,,,,,,,,
今天是可以的一天,0,cmn,0.9,synthetic_neutral,,,,,,,,,
他整理了他的房间。,0,cmn,0.0,tatoeba,,,,,,,,,
要解开谋杀背后潜藏之谜！,1,cmn,0.65,,,,,,,,,,
他留了胡子，为了让自己看起来更成熟。,0,cmn,0.0,tatoeba,,,,,,,,,
同性恋应该待在牢房,1,cmn,0.55,synthetic_hate,,,,,,,,,
这个movie很美妙,0,cmn,0.1,synthetic_neutral,,,,,,,,,
五点钟，你的信赶快投进去还来得及。,0,cmn,0.0,tatoeba,,,,,,,,,
我想和一个像她那样的女孩结婚。,0,cmn,0.0,,,,,,,,,,
请您把烟弄熄。,0,cmn,0.0,tatoeba,,,,,,,,,
你等死吧！,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
天氣挺冷的。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望同性恋死,1,cmn,0.75,synthetic_hate,,,,,,,,,
犹太人都是可恨,1,cmn,0.55,synthetic_hate,,,,,,,,,
同性恋是废物,1,cmn,0.75,synthetic_hate,,,,,,,,,
目前我没在做什么事情。,0,cmn,0.0,tatoeba,,,,,,,,,
一条鱼会游泳。,0,cmn,0.0,tatoeba,,,,,,,,,
老哥真有能耐！哪像我呆在半死不活个单位里头。,1,cmn,0.65,tatoeba,,,,,,,,,
他对自己很有自信。,0,cmn,0.0,tatoeba,,,,,,,,,
我要去超市，快餐面啊，酒酿团子啊，一样一样买回来。,0,cmn,0.0,tatoeba,,,,,,,,,
我不太適應在這間公司工作。,0,cmn,0.1,tatoeba,,,,,,,,,
我让我妹妹用我的新电脑。,0,cmn,0.0,tatoeba,,,,,,,,,
他怎么敢拆我的信！,0,cmn,0.0,tatoeba,,,,,,,,,
我妈妈做蛋糕。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望穆斯林消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
黑人应该待在牢房,1,cmn,0.55,synthetic_hate,,,,,,,,,
如果我是你，我会在这种困难的情况下做同样的事。,0,cmn,0.0,,,,,,,,,,
我很害怕老師會說些甚麼。,0,cmn,0.0,tatoeba,,,,,,,,,
珍的這個球拍比我昨天買的那個重了一點點。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
她戴上了她的帽子。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你理发要长一点还是短一点？,0,cmn,0.0,tatoeba,,,,,,,,,
所有女性都应该被清除,1,cmn,0.75,synthetic_hate,,,,,,,,,
我20分钟后打给你行吗？,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现在的孩子认为解决任何生活问题都像重新开始一个电脑游戏那么简单。,1,cmn,0.55,,,,,,,,,,
我下周会详细说明的。,0,cmn,0.0,tatoeba,,,,,,,,,
残疾人应该受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
女性永遠只能扮演次要角色嗎？,1,cmn,0.55,,,,,,,,,,
不管是谁总比没人好。,0,cmn,0.1,,,,,,,,,,
我叔叔住在学校附近。,0,cmn,0.0,,,,,,,,,,
他把门闩上。,0,cmn,0.0,tatoeba,,,,,,,,,
他寫了一本關於中國的書。,0,cmn,0.0,tatoeba,,,,,,,,,
如果没有我过去16年最好的朋友、我们家庭的中坚、我生命中的挚爱，我今天晚上不可能站在这里，美国下一位第一夫人米歇尔-奥巴马。,0,cmn,0.1,tatoeba,,,,,,,,,
我能坐在这儿吗？,0,cmn,0.0,tatoeba,,,,,,,,,
他對棒球沒甚麼興趣。,0,cmn,0.1,tatoeba,,,,,,,,,
无耻 杀 穆斯林,1,cmn,0.75,,cmn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
她打扮得妖里妖气，一副傻样！,1,cmn,0.55,tatoeba,,,,,,,,,
他嘗試逃走而成功了。,0,cmn,0.1,tatoeba,,,,,,,,,
明天中午叫他打给我一个电话。,1,cmn,0.55,tatoeba,,,,,,,,,
我和一個外國的學生做了好朋友。,0,cmn,0.1,tatoeba,,,,,,,,,
他们每天必须工作8小时。,0,cmn,0.1,,,,,,,,,,
有什么比失明更不幸的呢？,0,cmn,0.0,,,,,,,,,,
你是怎么认识他的？,0,cmn,0.0,tatoeba,,,,,,,,,
谁把我的皮包拿走了？,0,cmn,0.0,tatoeba,,,,,,,,,
我们没时间。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
祖父送了一份生日禮物給我。,0,cmn,0.0,tatoeba,,,,,,,,,
他不但会说普通话，而且会说上海话。,0,cmn,0.0,tatoeba,,,,,,,,,
爸爸不太吃水果。,0,cmn,0.0,tatoeba,,,,,,,,,
我们是人。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
要去博物馆，你就得乘那辆车。,0,cmn,0.0,,,,,,,,,,
迷你裙已經過時了。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望将来成为一名牙医。,0,cmn,0.0,,,,,,,,,,
這不是紳士行為。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这个movie很精彩,0,cmn,0.1,synthetic_neutral,,,,,,,,,
你是怎麼稱呼你父親的呢？,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林是低贱和可恨,1,cmn,0.75,synthetic_hate,,,,,,,,,
跨性别是恶心的垃圾,1,cmn,0.85,synthetic_hate,,,,,,,,,
她酷爱打网球。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
女人是垃圾和可怕,1,cmn,0.75,synthetic_hate,,,,,,,,,
越成熟越飽滿的稻穗，頭垂得越低。,0,cmn,0.0,tatoeba,,,,,,,,,
大家都说我的坏话。,0,cmn,0.0,,cmn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
我觉得很孤独。,0,cmn,0.0,tatoeba,,,,,,,,,
現在幾乎每家每戶也有一兩台電視機了。,0,cmn,0.0,tatoeba,,,,,,,,,
希望你不要再继续骗我了。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望穆斯林受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
她是美國人，但在英國居住。,0,cmn,0.0,tatoeba,,,,,,,,,
女性应该死,1,cmn,0.85,synthetic_hate,,,,,,,,,
真的很對不起，因為一些私人的理由，我想請你把見面日期改為三月六日。,0,cmn,0.0,tatoeba,,,,,,,,,
他们知道原子弹的制造方法。,0,cmn,0.0,tatoeba,,,,,,,,,
駕駛者應該注意交通規則。,0,cmn,0.0,tatoeba,,,,,,,,,
移民是卑劣和可怕,1,cmn,0.55,synthetic_hate,,,,,,,,,
她每天都打网球。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这是我每天都用的字典。,0,cmn,0.0,tatoeba,,,,,,,,,
残疾人应该待在垃圾堆,1,cmn,0.75,synthetic_hate,,,,,,,,,
女性应该受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
汤姆和简交往已经有一年。,0,cmn,0.0,tatoeba,,,,,,,,,
我知道他的样子，但不知道他的名字。,0,cmn,0.0,tatoeba,,,,,,,,,
不管这个问题重不重要，你必须解决它。,1,cmn,0.55,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
有人死了的时候真是遗憾。,1,cmn,0.65,,,,,,,,,,
老克拉讲，管它什么时候什么时尚，你一直要够in，一定不能out。,0,cmn,0.0,tatoeba,,,,,,,,,
「好，我們現在開始上課。請各位打開書本的第一百五十六頁。」老師說。,1,cmn,0.55,tatoeba,,,,,,,,,
我这周很忙。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你病了，该休息了。,0,cmn,0.0,tatoeba,,,,,,,,,
这么贵！能便宜些吗？,0,cmn,0.0,tatoeba,,,,,,,,,
上海夏天的最高温度要到三十八九度，真快热死了！,1,cmn,0.65,tatoeba,,,,,,,,,
万一你生病了，吃这个药。,0,cmn,0.0,,,,,,,,,,
我是网球俱乐部的会员。,0,cmn,0.0,,,,,,,,,,
决定了我就会让你知道。,0,cmn,0.0,tatoeba,,,,,,,,,
移民是恶心的垃圾,1,cmn,0.85,synthetic_hate,,,,,,,,,
公司放弃了那个项目。,0,cmn,0.0,tatoeba,,,,,,,,,
今天是个不错的日子,0,cmn,0.9,synthetic_neutral,,,,,,,,,
可以給我們看看你的一些作品樣本嗎？,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我希望同性恋滚开,1,cmn,0.85,synthetic_hate,,,,,,,,,
看看那間紅色屋頂的房子。,0,cmn,0.0,tatoeba,,,,,,,,,
遭受心脏病困扰的人数增加了。,0,cmn,0.0,,,,,,,,,,
屋子的主人是谁？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
她是最后一个我在聚会上期待看到的女人了。,1,cmn,0.55,,,,,,,,,,
這是外行的想法。,0,cmn,0.0,tatoeba,,,,,,,,,
「這就是我要找的東西！」他大叫。,0,cmn,0.0,tatoeba,,,,,,,,,
收音机关掉了。,0,cmn,0.0,tatoeba,,,,,,,,,
移民是讨厌的垃圾,1,cmn,0.85,synthetic_hate,,,,,,,,,
网球在学生中非常流行。,0,cmn,0.0,tatoeba,,,,,,,,,
那时候我不喜欢啤酒。,0,cmn,0.1,tatoeba,,,,,,,,,
你可以唱一首歌。,0,cmn,0.1,tatoeba,,,,,,,,,
教授不明白我說了甚麼。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我明早八点来接你。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
残疾人没有价值,1,cmn,0.75,synthetic_hate,,,,,,,,,
黑人是废物和可怕,1,cmn,0.75,synthetic_hate,,,,,,,,,
爱情比死亡更强大。,1,cmn,0.65,tatoeba,,,,,,,,,
我忘记在信封上贴邮票了。,0,cmn,0.0,tatoeba,,,,,,,,,
今晚可以看到滿月。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
同性恋都是低贱,1,cmn,0.55,synthetic_hate,,,,,,,,,
女人应该待在地狱,1,cmn,0.55,synthetic_hate,,,,,,,,,
两队打了场硬仗。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你昨天有沒有打電話給他？,1,cmn,0.55,tatoeba,,,,,,,,,
我们会及时赶到吗?,0,cmn,0.0,tatoeba,,,,,,,,,
“您是哪一位？ ”“我是妈妈”,0,cmn,0.0,tatoeba,,,,,,,,,
爱尔兰和英格兰被海分割。,1,cmn,0.55,,,,,,,,,,
她说话有自己的风格。,0,cmn,0.0,tatoeba,,,,,,,,,
所有黑人都应该被清除,1,cmn,0.75,synthetic_hate,,,,,,,,,
他们昨晚行房了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
問題是她到底來還是不來。,0,cmn,0.0,tatoeba,,,,,,,,,
{target}是恶心和讨厌,1,cmn,0.75,synthetic_hate,,,,,,,,,
要不要上高架走？,0,cmn,0.0,tatoeba,,,,,,,,,
我讨厌化学。,1,cmn,0.55,tatoeba,,,,,,,,,
犹太人是蠢货,1,cmn,0.55,synthetic_hate,,,,,,,,,
他上周参加的考试很难。,0,cmn,0.0,tatoeba,,,,,,,,,
我真的好想去巴黎看看。,0,cmn,0.1,tatoeba,,,,,,,,,
不是的，是我儿子的DVD.,0,cmn,0.0,tatoeba,,,,,,,,,
不要欺骗我!,0,cmn,0.0,tatoeba,,,,,,,,,
我朋友George今年夏天要来日本。,0,cmn,0.1,tatoeba,,,,,,,,,
這是本值得一看的書。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他從來不向誘惑低頭。,0,cmn,0.0,tatoeba,,,,,,,,,
我买好了徐家汇附近的高层。,0,cmn,0.1,tatoeba,,,,,,,,,
他很快便与小区里新来的男孩交上了朋友。,0,cmn,0.1,,,,,,,,,,
所有女性都应该消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
他的房間除了一張桌子，就甚麼也沒有了。,0,cmn,0.0,tatoeba,,,,,,,,,
女人是恶心的蠢货,1,cmn,0.85,synthetic_hate,,,,,,,,,
我要打给我女儿一个电话。,1,cmn,0.55,tatoeba,,,,,,,,,
我不知道應該說什麼才好。,0,cmn,0.1,,,,,,,,,,
今晚我们有充分的时间。,0,cmn,0.0,tatoeba,,,,,,,,,
啤酒瓶是玻璃做的。,1,cmn,0.55,tatoeba,,,,,,,,,
打麻将我偶尔玩一下，因为一入迷的话时间都耗掉。,1,cmn,0.55,tatoeba,,,,,,,,,
大家去工作吧。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
女人是愚蠢和恶心,1,cmn,0.75,synthetic_hate,,,,,,,,,
我想再睡一会。,0,cmn,0.0,tatoeba,,,,,,,,,
你是不是碰巧知道我把钥匙放哪儿了？,0,cmn,0.0,tatoeba,,,,,,,,,
我們已經做好了最壞的準備。,0,cmn,0.1,tatoeba,,,,,,,,,
Jane感冒了一周才好。,0,cmn,0.1,tatoeba,,,,,,,,,
我希望{target}{action},0,cmn,0.0,synthetic_hate,,,,,,,,,
我不知道他喝那么多酒。,0,cmn,0.0,tatoeba,,,,,,,,,
我打賭今晚天氣會很好。,1,cmn,0.55,tatoeba,,,,,,,,,
你很诚实地承认了你的错误。,0,cmn,0.0,tatoeba,,,,,,,,,
他进来的同时，铃响了。,0,cmn,0.0,,,,,,,,,,
他好像过去很有钱。,0,cmn,0.1,tatoeba,,,,,,,,,
穆斯林不应该存在,1,cmn,0.75,synthetic_hate,,,,,,,,,
学校因大雪停课一天。,0,cmn,0.0,,,,,,,,,,
那样的话，大家就会来教我吧？,0,cmn,0.0,tatoeba,,,,,,,,,
去加拿大渡蜜月要花很多錢。,0,cmn,0.0,tatoeba,,,,,,,,,
天空飘的云很美。,0,cmn,0.0,tatoeba,,,,,,,,,
他比我高两寸。,0,cmn,0.0,tatoeba,,,,,,,,,
嚴格地說，這套理論不算正確。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林应该被消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
他在澳大利亚长大。,0,cmn,0.0,tatoeba,,,,,,,,,
那艘飛船真大啊。,0,cmn,0.0,tatoeba,,,,,,,,,
黑人都是卑劣,1,cmn,0.55,synthetic_hate,,,,,,,,,
移民是愚蠢和卑劣,1,cmn,0.55,synthetic_hate,,,,,,,,,
我的计划是参观苏格兰的古堡。,0,cmn,0.0,,,,,,,,,,
同性恋应该滚开,1,cmn,0.85,synthetic_hate,,,,,,,,,
他喜欢听收音机。,0,cmn,0.1,tatoeba,,,,,,,,,
昨天我第一次打了网球。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
因为他是个友好的人，所以大家都喜欢他。,0,cmn,0.1,tatoeba,,,,,,,,,
女人都是垃圾,1,cmn,0.75,synthetic_hate,,,,,,,,,
我觉得可以在这里搭车去迪士尼乐园。,0,cmn,0.1,tatoeba,,,,,,,,,
所有穆斯林都应该死,1,cmn,0.85,synthetic_hate,,,,,,,,,
我無法說明兩者之間的差別。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
穆斯林都是愚蠢,1,cmn,0.55,synthetic_hate,,,,,,,,,
如果小姐要的话，可以打八折。,1,cmn,0.55,tatoeba,,,,,,,,,
残疾人都是废物,1,cmn,0.75,synthetic_hate,,,,,,,,,
他非常喜欢英语。,0,cmn,0.1,tatoeba,,,,,,,,,
她最多18岁。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
昨天我去看医生做检查，看看有没有病。,1,cmn,0.55,tatoeba,,,,,,,,,
我讨厌所有女性,1,cmn,0.75,synthetic_hate,,,,,,,,,
那是一见钟情。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
做个讨人喜欢的小朋友。,0,cmn,0.1,tatoeba,,,,,,,,,
所有女性都是可恨的,1,cmn,0.75,synthetic_hate,,,,,,,,,
这是一个好的早上,0,cmn,0.9,synthetic_neutral,,,,,,,,,
我不知道你喜不喜歡她。,0,cmn,0.0,tatoeba,,,,,,,,,
请你将来注意点。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他们都冻死了。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
同性恋都是废物,1,cmn,0.75,synthetic_hate,,,,,,,,,
汤姆还在依靠他父母吗？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
如果你有任何问题，你可以向我提问。,0,cmn,0.1,tatoeba,,,,,,,,,
女性是卑劣和讨厌,1,cmn,0.75,synthetic_hate,,,,,,,,,
请你来帮我看看，抽水马桶坏了。,0,cmn,0.0,tatoeba,,,,,,,,,
所有黑人都是恶心的,1,cmn,0.75,synthetic_hate,,,,,,,,,
死人无法开口辩白,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
移民都是卑劣,1,cmn,0.55,synthetic_hate,,,,,,,,,
我更喜欢咖啡。,0,cmn,0.1,tatoeba,,,,,,,,,
我通常走去学校。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
那个看着你的男人，你认识吗 ?,0,cmn,0.0,tatoeba,,,,,,,,,
